GEOID10,rpp_spots
110010104002036,7
110010104002039,83
110010104002040,43
110010105001001,72
110010105001002,21
110010105001003,94
110010105001004,67
110010105001005,70
110010105001006,13
110010105001007,10
110010105001009,44
110010105001010,60
110010105002022,1
110010105002027,39
110010105002028,83
110010106001000,5
110010106001001,24
110010106001002,38
110010106001003,42
110010106001004,33
110010106001005,65
110010106001006,55
110010106001007,23
110010106002000,24
110010106002011,23
110010106002012,56
110010106002013,60
110010106002014,62
110010106002015,55
110010106002016,42
110010106002017,57
110010106002018,12
110010106002025,42
110010106002034,21
110010106002035,11
110010106002036,41
110010106002037,17
110010106002042,19
110010106002043,49
110010106002044,50
110010106002045,42
110010106002046,51
110010106002047,51
110010106002048,36
110010106002049,34
110010106002050,31
110010106002051,11
110010106003000,48
110010106003001,4
110010106003002,80
110010106003003,84
110010106003004,51
110010106003005,25
110010106003006,34
110010107001006,36
110010107001007,40
110010107001008,34
110010107001009,3
110010107001010,21
110010107001011,3
110010107001013,16
110010107002002,9
110010107002003,20
110010107002005,6
110010107002007,18
110010107002008,22
110010107002019,6
110010108001001,5
110010108001002,5
110010108001003,25
110010108001004,2
110010108001005,3
110010108001006,10
110010108001007,3
110010108002003,5
110010108002007,11
110010108002008,26
110010108002009,24
110010108002010,6
110010108002012,7
110010108002020,2
110010108003000,28
110010108003001,1
110010108003003,45
110010108003004,22
110010108003005,7
110010108003006,10
110010108003007,1
110010108003009,7
110010110001000,42
110010110001001,8
110010110001002,65
110010110002000,76
110010110002001,28
110010110002003,29
110010110003000,49
110010110003001,29
110010110003003,13
110010110004000,42
110010110004001,59
110010110004002,105
110010111001000,19
110010111001002,12
110010111001005,19
110010111001006,30
110010111001007,33
110010111001008,34
110010111001009,17
110010111001010,29
110010111001011,30
110010111001012,30
110010111001013,39
110010111001014,11
110010111001015,3
110010111001016,118
110010111001017,19
110010111001018,5
110010111001019,88
110010111001020,77
110010111001021,24
110010111001022,33
110010111001023,63
110010111001024,81
110010111001025,77
110010111001026,37
110010111001027,6
110010111001030,36
110010111002001,11
110010111002002,29
110010111002003,12
110010111002004,35
110010111002014,38
110010111002015,33
110010111002020,6
110010111002031,13
110010111003000,3
110010111003007,4
110010111003008,1
110010111003009,13
